2019年09月11日 14:06,颜色分类:米白色尺码:38,是他们家的老用户了，超爱❤️
2019年09月18日 12:05,颜色分类:米白色尺码:38,鞋子好好穿哦！嘻嘻嘻嘻
2019年09月09日 13:54,颜色分类:米白色尺码:36,非常好看，穿什么都百搭。感谢客服的耐心回答
2019年09月17日 05:12,颜色分类:粉红色尺码:37,鞋子很漂亮，
2019年09月12日 08:16,颜色分类:黑色尺码:36,很舒服的鞋子
2019年09月09日 12:41,颜色分类:粉红色尺码:36,鞋子很好呦
2019年09月12日 13:35,颜色分类:米白色尺码:35,鞋子很好看
2019年09月11日 20:38,颜色分类:粉红色尺码:38,超舒服的鞋子
2019年09月07日 11:02,颜色分类:粉红色尺码:35,鞋子收到了，质量很好，做工也特别的精细，颜色和图片一样，没有什么色差，穿着大小也非常合脚，虽然是新鞋子，但是也没有什么刺激的气味，鞋子穿着脚感非常好，很棒！好评！ 希望可以帮到你。。。  
2019年09月18日 18:29,颜色分类:米白色尺码:36,买好多次了这家店，真的不错哦～
2019年09月18日 21:05,颜色分类:米白色尺码:36,质量不错，穿了舒服，很漂亮
2019年09月14日 13:48,颜色分类:米白色尺码:36,真的非常nice啊 超级无敌的幸好
2019年09月18日 14:57,颜色分类:米白色尺码:37,鞋子不错
2019年09月05日 14:51,颜色分类:米白色尺码:35,鞋子穿着跟舒服，百搭好看！
2019年09月01日 21:08,颜色分类:米白色尺码:35,看见我朋友穿得很漂亮、给了我链接、打开一看、不犹豫就买了一双、质量非常好、又便宜、底又软、下次还会光临、㊗️老板生意兴隆。
2019年09月18日 14:09,颜色分类:粉红色尺码:37,很喜欢挺舒服的，也不捂脚
2019年09月14日 17:53,颜色分类:粉红色尺码:35,很舒服，穿的爬山也没问题的。
2019年09月14日 18:29,颜色分类:粉红色尺码:37,"这种很合脚,特别喜欢 "
2019年08月28日 20:22,颜色分类:黑色尺码:38,鞋子太漂亮了，很舒服，上脚很显脚小，夏天穿很凉快，早晨走路也很棒！
2019年09月15日 16:00,颜色分类:黑色尺码:38,挺棒的，下次会再来
2019年09月16日 09:21,颜色分类:粉红色尺码:40,风格：喜欢，挺好的，好评好评好评 
2019年09月09日 23:21,颜色分类:粉红色尺码:39,很不错，粉粉的，少女
2019年09月15日 19:01,颜色分类:黑色尺码:38,好看，很满意
2019年09月14日 12:23,颜色分类:粉红色尺码:38,很好看的鞋，感觉很值啦
2019年09月10日 14:24,颜色分类:粉红色尺码:35,脚感很好，很喜欢
2019年08月31日 20:35,颜色分类:粉红色尺码:39,鞋子时尚好看，很轻穿上去很舒服，很喜欢。
2019年09月15日 12:51,颜色分类:粉红色尺码:38,穿着舒服，很满意
2019年09月16日 22:41,颜色分类:米白色尺码:34,老顾客绝对好评 物流贼快
2019年09月08日 20:51,颜色分类:粉红色尺码:36,非常好很满意
2019年09月10日 18:45,颜色分类:粉红色尺码:39,超级无敌喜欢。
2019年09月08日 16:04,颜色分类:粉红色尺码:37,很喜欢 给好评
2019年09月03日 16:40,颜色分类:黑色尺码:38,鞋底材质：鞋底舒适，材质柔软 舒适度：非常舒适 风格：款式新颖 鞋帮高度：高度合适 
2019年09月18日 11:03,颜色分类:粉红色尺码:37,很舒服呀，是我想要的亚子，喜欢
2019年09月08日 11:18,颜色分类:黑色尺码:40,回头客，常年买他家鞋，发货快
2019年09月15日 16:46,颜色分类:米白色尺码:38,很满意，喜欢，穿着很合适
2019年09月13日 20:21,,"评价方未及时做出评价,系统默认好评!"
2019年09月08日 12:37,颜色分类:米白色尺码:34,不错 很舒适
2019年09月18日 00:07,颜色分类:粉红色尺码:39,好穿很舒服
2019年09月10日 14:58,颜色分类:粉红色尺码:35,超级喜欢呢！
2019年09月11日 14:34,颜色分类:米白色尺码:37,感觉还可以
2019年09月10日 14:39,颜色分类:米白色尺码:36,很好看的鞋子，喜欢～
2019年09月14日 10:41,颜色分类:米白色尺码:37,一如既往的好！
2019年08月22日 19:01,颜色分类:粉红色尺码:35,收到鞋子就穿上了，颜色和图片一样没有色差，鞋子也没有异味，做工细节都没有问题，我穿上鞋子去上班走了一下午也不磨脚，一点也不重，而且还百搭，稀饭。 
2019年09月18日 16:53,颜色分类:米白色尺码:39,鞋子很舒服，很喜欢
2019年09月11日 11:07,颜色分类:黑色尺码:35,不错。喜欢。下次还来购买，么么哒
2019年09月02日 20:37,颜色分类:米白色尺码:37,鞋帮高度：比较合适 鞋底材质：比较软和 舒适度：不夹脚，不磨脚 风格：是我喜欢的风格，描述相符 
2019年09月10日 20:47,颜色分类:米白色尺码:38,喜欢的不得了
2019年09月18日 14:35,颜色分类:粉红色尺码:36,不错的，五分
2019年09月16日 15:45,颜色分类:粉红色尺码:36,好穿，舒服
2019年09月08日 11:58,颜色分类:米白色尺码:35,很好很喜欢
2019年09月17日 21:54,颜色分类:黑色尺码:37,蛮好的 舒服
2019年08月25日 11:07,颜色分类:粉红色尺码:38,鞋帮高度：刚刚好到脚脖子的位置，很贴脚 鞋底材质：鞋底很柔软，鞋面好舒服 舒适度：很舒服，超自在 风格：是我喜欢的款式哦 
2019年09月18日 17:20,颜色分类:粉红色尺码:34,很好看哦～（
2019年08月26日 23:53,颜色分类:米白色尺码:37,一直买他家的鞋子，质量一如既往地好，穿上鞋底超舒服，一点也不硬，老爹鞋显得腿细，好看，喜欢
2019年09月14日 19:47,颜色分类:粉红色尺码:37,舒服多了
2019年09月04日 13:30,颜色分类:粉红色尺码:38,鞋帮高度：会增高一点点 鞋底材质：很软噢 舒适度：很舒服 风格：好看～ 
2019年08月27日 18:31,颜色分类:米白色尺码:39,鞋帮高度：合适 鞋底材质：透气，柔软，颜色好看 舒适度：舒服，可以运动 风格：喜欢 
2019年07月29日 14:31,颜色分类:米白色尺码:37,此用户没有填写评价。
2019年08月26日 13:56,颜色分类:米白色尺码:37,鞋子很好，穿着舒适，款式新颖独特
2019年09月09日 20:18,颜色分类:粉红色尺码:37,好穿不累人，很满意！
2019年09月01日 16:59,颜色分类:粉红色尺码:39,鞋帮高度：刚刚好 一点都不磨脚 鞋底材质：很柔软   舒适度：宽松版的 很舒适 风格：偏休闲风 夏天穿着刚刚好 
2019年08月22日 20:58,颜色分类:黑色尺码:36,鞋子收到了打开没异味 晚上出去吃饭正好穿了 开心  吃完饭跟朋友一起遛弯来的  不累脚 踩下去软软的  好评
2019年08月25日 12:03,颜色分类:黑色尺码:36,鞋帮高度：合适， 鞋底材质：很柔软，舒服， 风格：百搭穿着帅气， 
2019年08月27日 23:49,颜色分类:米白色尺码:37,鞋子很舒适，上脚也很轻便，准备出门穿上它，值得购买
2019年08月22日 06:54,颜色分类:米白色尺码:38,颜色非常美    穿了两天才来评价    鞋子很舒服    鞋底软硬适中   很透气    穿一天也不闷很舒适     喜欢
2019年08月31日 10:48,颜色分类:粉红色尺码:39,鞋帮高度：高度合适 鞋底材质：鞋底厚度适中 舒适度：不夹脚不磨脚、 风格：是我喜欢的款、散步跳舞都是不错的选择 
2019年08月22日 12:54,颜色分类:粉红色尺码:37,在她家买了好几双鞋了，款式风格和颜色时尚，穿着舒适，鞋子的质量也很好，正因为好所以才回购。
2019年09月19日 08:54,颜色分类:粉红色尺码:36,不错的！ 很喜欢。
2019年09月02日 09:24,颜色分类:黑色尺码:36,鞋帮高度：正好   鞋底材质：比较舒适不累脚 舒适度：满意 风格：运动风  喜欢 
2019年09月01日 11:56,颜色分类:粉红色尺码:36,鞋帮高度：鞋子好看，适合这个季节，穿着很舒服很喜欢，已经推荐给朋友啦。 
2019年08月24日 01:26,颜色分类:米白色尺码:35,鞋帮高度：刚刚好！他家的鞋子已经穿过很多双了，觉得质量不错，而且，款式也是很百搭的。很好！ 
2019年08月21日 20:04,颜色分类:粉红色尺码:37,真是可以说是超级棒的一双鞋子啦，无论材质，还是款式，相当值得购买❤，货真价实，物美价廉，穿着超级舒服，喜欢的朋友们快来抢购吧！！你会爱不释手的。
2019年08月31日 22:05,颜色分类:黑色尺码:38,鞋帮高度：合适 鞋底材质：很柔软，不硌脚 舒适度：不夹脚，不磨脚 风格：是我的风格， 
2019年09月19日 14:34,颜色分类:粉红色尺码:35,喜欢，老顾客了
2019年09月09日 07:59,颜色分类:粉红色尺码:36,很好，老顾客了
2019年08月28日 13:39,颜色分类:粉红色尺码:34,鞋帮高度：合适 鞋底材质：软 舒适度：不磨脚 风格：是的 
2019年09月01日 21:11,颜色分类:粉红色尺码:38,鞋帮高度：穿着舒服刚刚好 鞋底材质：轻便 舒适度：舒服号码标准 风格：喜欢 
2019年08月22日 10:43,颜色分类:粉红色尺码:38,鞋帮高度：高邦 舒适度：软底 风格：ins风 老顾客了 质量真心不错 款式也很好看 
2019年09月17日 11:37,颜色分类:粉红色尺码:36,很好看，我很喜欢
2019年07月05日 18:50,,"评价方未及时做出评价,系统默认好评!"
2019年09月01日 14:29,颜色分类:黑色尺码:37,真的是太喜欢她家的鞋子了，身边的朋友们都一个个的成了她家的老顾客。真的非常不错，款式新颖时尚，又穿着舒适，会一直支持的，大❤️
2019年08月27日 18:14,颜色分类:粉红色尺码:37,鞋子是我喜欢的款，穿着舒适透气，不臭脚，做工也精致，非常满意的一次购物！棒棒哒！
2019年08月25日 08:05,颜色分类:米白色尺码:37,鞋子穿着特别舒服，鞋底很软，整体很轻，鞋面透气，夏天穿着很好。发货速度快，包装严实，非常喜欢，赞赞赞
2019年08月31日 22:58,颜色分类:米白色尺码:37,鞋底材质：鞋底很软 穿起来很舒服 风格：特别百搭 好看  舒适度：不会磨脚 很舒服 
2019年08月26日 16:38,颜色分类:粉红色尺码:38,鞋帮高度：高度非常合适 鞋底材质：鞋底柔软 舒适度：不夹脚 风格：描述一致 
2019年09月04日 16:55,颜色分类:粉红色尺码:37,【太舒服了，尺码标准 我平时穿37 这个37很舒服 。我妹妹也试穿了一下 她也要买一双，她平时穿37.5，穿这个37也很舒服，鞋子是带弹力那种的 。
2019年08月31日 14:46,颜色分类:粉红色尺码:38,鞋子穿着真的很舒服，以前穿的很多鞋子脚总痛，这双鞋穿着一点也不疼，鞋底很软和。颜色和款式也非常喜欢，以后还会来光顾。
2019年09月11日 13:39,颜色分类:粉红色尺码:37,挺好，不错，很喜欢
2019年09月06日 23:09,颜色分类:粉红色尺码:37,鞋帮高度：很合适非常好 鞋底材质：柔软，走路比较舒服 舒适度：不夹脚也不磨脚 风格：是的非常喜欢 
2019年09月10日 15:04,颜色分类:黑色尺码:35,好穿，喜欢
2019年09月19日 22:22,颜色分类:粉红色尺码:37,质量很好，很喜欢
2019年09月02日 16:19,颜色分类:米白色尺码:36,鞋帮高度：  高度合适一点点高 舒适度： 很软跑步也合适 很满意一双鞋子 
2019年09月10日 16:38,颜色分类:粉红色尺码:34,质量很不错
2019年08月24日 08:52,颜色分类:粉红色尺码:34,宝贝收到咯！质感挺好蛮舒适的，很软～透气性也很好～颜色的话，基本没有色差
2019年08月24日 11:22,颜色分类:黑色尺码:38,上脚很舒服，鞋子很透气也不闷。主要是百搭怎么穿都好看。
2019年09月07日 17:40,颜色分类:米白色尺码:36,鞋子好看舒适，款式也很nice，安利给身边的小伙伴了，我们可以买不一样的颜色，都好看
2019年08月29日 23:47,颜色分类:米白色尺码:39,鞋子很软，很舒服，跑步应该很不错，很喜欢
2019年08月22日 18:57,颜色分类:黑色尺码:39,鞋子穿着很舒服，底子软，而且不磨脚，版型也比较时髦，物美价廉
2019年08月31日 20:43,颜色分类:粉红色尺码:38,鞋子很轻很软很舒服，颜色真的特别的少女心，价格也很便宜，很透气。
2019年08月29日 13:20,颜色分类:粉红色尺码:37,鞋帮高度：合适 鞋底材质：柔软 舒适度：舒适 风格：喜欢 
2019年07月17日 10:20,颜色分类:米白色尺码:38,宝贝收到了！迫不及待的打开试试看，没想到如此满意的效果，尺码刚刚好，店家还送了小礼品。我买的米色的颜色很正哦！满意的一次购物流也很快！下次一定还会再来光顾的！
2019年09月04日 09:37,颜色分类:粉红色尺码:38,鞋子不错，透气舒适，粉色好看😊
2019年08月25日 09:14,颜色分类:粉红色尺码:36,鞋帮高度：合适 鞋底材质：好 舒适度：好 风格：喜欢 
2019年08月23日 13:25,颜色分类:粉红色尺码:35,质量很好，穿起来很舒服，透气款，颜色跟图片一样没有色差，超减龄的一双鞋子。
2019年08月22日 21:35,颜色分类:黑色尺码:34,小孩穿也很漂亮呀，晚上穿去跑步特别轻便，舒适透气，这么好的鞋子值得入手，很赞
2019年07月01日 09:46,颜色分类:粉红色尺码:37,鞋子特别好，颜色很好看，尺码也合适，穿在脚上特别舒服，就是因为看到朋友买很喜欢，立马要链接买一双！
2019年08月25日 12:46,颜色分类:米白色尺码:36,不错，比较透气，款式也好看，就酱。
2019年08月25日 19:07,颜色分类:粉红色尺码:37,终于下定决心买了这双舒适，洋气的鞋子，大爱，同事都说好看！
2019年08月25日 16:04,颜色分类:黑色尺码:38,鞋帮高度：增高 鞋底材质：很舒服 舒适度：不会 风格：当下流行运动型 
2019年09月04日 20:44,颜色分类:黑色尺码:37,宝贝收到了，都穿了几天了。这种天气正好  鞋子很舒服。也百搭  搭牛仔裤运动裤都可以。主要还可以增高一点点😄
2019年08月22日 00:01,颜色分类:粉红色尺码:38,鞋子穿着很舒服，鞋底很软透气，百搭  
2019年08月31日 10:01,颜色分类:米白色尺码:36,鞋子穿起来很舒服，走路很长时间也不累脚，是我喜欢的款式和风格。一下有需要还会再来买
2019年09月05日 10:52,颜色分类:粉红色尺码:36,鞋子舒服，上班穿很适合，挺轻便的，不磨脚，大小号也挺合适，透气不臭脚，挺满意的
2019年09月01日 21:11,颜色分类:粉红色尺码:36,美观舒适 增高漂亮 值得拥有
2019年09月01日 18:11,颜色分类:粉红色尺码:36,鞋子尺码特别准，底也特别舒服，款式和图片一摸一样，粉粉的，很可爱，推荐购买
2019年08月23日 15:03,颜色分类:米白色尺码:39,鞋帮高度：格式 鞋底材质：柔软 舒适度：特别舒服 风格：超级喜欢 
2019年09月02日 13:46,颜色分类:米白色尺码:36,鞋帮高度：适合 鞋底材质：柔情 舒适度：不交脚 风格：喜欢，百搭 
2019年08月22日 23:04,颜色分类:粉红色尺码:37,鞋子一如既往的喜欢，颜色好看，透气，适合我这种小个子，走路还不累😄😄超级超级超级超级超级超级满意的购物哦
2019年08月26日 19:10,颜色分类:黑色尺码:37,还挺不错的呢，首先物流真的，一如既往地快，包裹📦也挺完整的，鞋子也完好无损，然后打开，鞋子没啥异味，不错，穿上超级超级，逛街也很省力，透气，一天下来没啥异味，NICE，会回购的哦
2019年08月25日 12:54,颜色分类:粉红色尺码:37,宝贝已经收到了感觉棒极了，鞋子质量也是很好的，穿起来也也是很舒服的而且也是很透气的，满意的一次购物！
2019年09月03日 15:44,颜色分类:粉红色尺码:38,鞋子上脚很舒服，颜色粉粉嫩嫩也超好看。鞋码很正，穿上还显高🤓满意哦
2019年08月28日 14:11,颜色分类:粉红色尺码:36,鞋子款式很好看，透气性非常好，我买的是粉色的，满足了我的少女心
2019年09月05日 22:38,颜色分类:黑色尺码:37,鞋帮高度：鞋帮高度不错，挺舒服的 鞋底材质：鞋底也挺软的，风格也不错，挺好看 
2019年09月03日 14:15,颜色分类:粉红色尺码:37,天气渐凉了，需要买双鞋子了，在网上找了也对比好多家最终选择这款，收到货很满意不管是颜色还是质量表示很喜欢
2019年09月19日 11:12,颜色分类:黑色尺码:38,不错，很好，很满意呢 
2019年08月26日 14:40,颜色分类:粉红色尺码:38,好看~非常舒服~非常棒！！！
2019年09月02日 23:32,颜色分类:米白色尺码:39,鞋子穿着超舒服，很时尚，鞋底很软，不累脚，朋友都说好看
2019年08月30日 09:08,颜色分类:米白色尺码:37,鞋子收到的 没有色差 米白色很好搭配衣服 鞋码合适 这个鞋子现在穿正适合 
2019年08月23日 11:26,颜色分类:米白色尺码:37,鞋子收到了  穿起来特别合脚  然后同事都和我要链接  走路带风呢
2019年08月25日 11:23,颜色分类:粉红色尺码:36,鞋帮高度：适合 鞋底材质：舒服 舒适度：越穿越舒服 风格：是喜欢的风格 
2019年08月28日 17:25,颜色分类:粉红色尺码:37,鞋子很漂亮，穿上也很舒服，做工也很细致，质量真的很不错。这个价格买到这双鞋真的很好。
2019年08月24日 19:19,颜色分类:粉红色尺码:39,特别好看 非常喜欢 穿上效果不错 质量也可以 很喜欢 觉得物超所值了 已经在他家买了好几双鞋子 
2019年09月02日 18:05,颜色分类:粉红色尺码:37,好看！逛街也不累，搭牛仔裤穿好看，质量不错，颜色比较少女
2019年08月23日 12:43,颜色分类:粉红色尺码:37,舒适度：鞋子很舒适，穿起来很软，建议喜欢的朋友们购买哟！ 
2019年09月05日 16:40,颜色分类:米白色尺码:37,挺喜欢的给妹妹买的质量也挺好的穿起来挺合脚的挺舒服的也很时尚啦 
2019年08月28日 10:45,颜色分类:粉红色尺码:35,很不错的鞋子 穿上来舒适透气 不会磨脚 我很喜欢哦 已经推链接给小伙伴了 大爱
2019年09月04日 07:03,颜色分类:米白色尺码:35,鞋子收到了很好 感觉现在穿刚刚好  一点也不闷脚 而且鞋底是软的  ❤️
2019年08月23日 21:16,颜色分类:粉红色尺码:40,不得不说这是一款舒适显瘦显高百搭新潮的鞋子，巨推荐！👍👍👍👍👍👍
2019年08月23日 22:33,颜色分类:米白色尺码:39,一直都很喜欢在他们家买鞋子，这款老爹鞋今年很流行，很多人都买这款，我个人也觉得不错。透气性很好，穿着也舒服，走路很轻松，点个赞!
2019年08月28日 11:23,颜色分类:黑色尺码:39,鞋子收到啦！特别好看！穿着也很舒服！鞋底很软、也不卡脚！超级喜欢！
2019年08月25日 14:39,颜色分类:米白色尺码:34,好看，漂亮，一直都在关注，以后还会经常来这买鞋！鞋子现在穿正好！而且还便宜
2019年08月23日 08:47,颜色分类:粉红色尺码:36,很喜欢很好看  一如既往的好评会继续支持回购的
2019年08月27日 16:47,颜色分类:黑色尺码:35,鞋底很柔软 穿着很舒服 颜色也比较好搭配衣服 准备给小姐妹也买一双
2019年09月03日 08:05,颜色分类:米白色尺码:39,鞋子收到了，迫不及待的试穿，超级舒服，很耐看，在这家店买了很多鞋子，都非常喜欢！
2019年08月30日 13:26,颜色分类:米白色尺码:35,"必须好评，特别特别满意的一次网购，收到比想象中好，穿起来很舒服不累脚,效果很好显脚长，又很百搭，放心购买！！！！！！！"
2019年08月24日 09:36,颜色分类:米白色尺码:39,鞋子穿起来很舒适，而且视觉上还拉长了自己的身高。。美耶～
2019年08月21日 05:33,颜色分类:黑色尺码:38,鞋底材质：喜欢下次继续购买 舒适度：穿上很舒服 风格：时尚风格，夏季新款 
2019年09月02日 15:54,颜色分类:米白色尺码:38,鞋帮高度：刚刚好 质量不错，穿着舒服 
2019年08月28日 13:12,颜色分类:粉红色尺码:38,鞋子的质量超级棒，穿上透气，很舒服！ 跑起步来真的是脚下生风，很cool～
2019年09月01日 06:51,颜色分类:米白色尺码:37,鞋帮高度：合适 鞋底材质：柔软 舒适度：舒适 
2019年08月23日 18:45,颜色分类:粉红色尺码:36,鞋子收到了。穿着很舒服 鞋底很软 不磨脚。非常好的一次购物
2019年08月23日 08:25,颜色分类:黑色尺码:39,鞋帮高度：合适 舒适度：合脚 风格：休闲 
2019年08月26日 11:43,颜色分类:黑色尺码:35,鞋子很合脚，穿着也很舒适，黑色的搭衣服也是很好看哦！
2019年08月27日 23:44,颜色分类:粉红色尺码:37,一如既往的喜欢，非常透气舒适，推荐给大家很不错的一款鞋子
2019年09月09日 22:17,颜色分类:粉红色尺码:37,非常喜欢
2019年09月10日 20:39,颜色分类:粉红色尺码:38,我很满意
2019年08月21日 17:27,颜色分类:粉红色尺码:37,真真的是喜欢的不得了，都买了好多双了，各种颜色的，周围朋友也推荐，特别舒适。
2019年09月05日 09:04,颜色分类:粉红色尺码:37,前几天出差了，回到家拆开，看了实物，没让我失望，码数标准，上脚舒适透气
2019年08月27日 00:54,颜色分类:粉红色尺码:35,鞋子质量很不错，穿着很舒适，夏天穿也挺透气的，超级少女
2019年09月04日 09:09,颜色分类:粉红色尺码:37,鞋子很舒适透气，穿过才来评价的，适合现在的天气。颜色也很好看百搭，喜欢~
2019年09月05日 16:44,颜色分类:粉红色尺码:37,东西质量超级很好，舒适，好看！好评！
2019年08月26日 00:35,颜色分类:黑色尺码:39,尺码标准，穿着舒服不打脚，颜色款式也百搭，很好。
2019年08月29日 20:17,颜色分类:粉红色尺码:38,鞋子收到了，很不错的一双鞋是我喜欢的款式。上脚特别舒服，超级喜欢，么么哒。
2019年09月04日 22:16,颜色分类:黑色尺码:38,回来就穿上了，感觉不错，样子也好看，尤其鞋底比较舒服
2019年08月29日 00:24,颜色分类:黑色尺码:38,刚刚试穿了一下，大小刚合适，颜色很喜欢，出去玩再也不怕脚不舒服了。
2019年08月24日 12:59,颜色分类:米白色尺码:37,鞋子没说的，我买了好几双了，每一双都让我很满意，鞋子风格是我喜欢的。这次给朋友买一双，给他个惊喜！
2019年09月01日 20:16,颜色分类:粉红色尺码:36,鞋子很好看没有色差，穿着舒适透气不会磨脚，质量很好
2019年08月26日 13:23,颜色分类:粉红色尺码:38,鞋子穿上很合适，质量很好，显脚小。非常喜欢，是我喜欢的风格，有需要还会回购，好评！！！
2019年09月01日 15:18,颜色分类:粉红色尺码:34,真的很舒服，穿着透气，鞋子不重，总体很满意
2019年08月29日 17:18,颜色分类:粉红色尺码:40,轻便舒适，非常合脚，透气性强，现在穿刚刚好😊
2019年09月06日 06:20,颜色分类:米白色尺码:38,鞋子收到了，质量好，样子好，穿上合脚舒服。
2019年08月28日 10:39,颜色分类:粉红色尺码:36,百搭款，颜色正，脚感也是超棒，清洗也很简单。
2019年09月04日 11:51,颜色分类:米白色尺码:36,已经是第三次买了，物美价廉，很好穿，关键是鞋子轻巧啊，很适合在幼儿园上班的我穿。大爱！
2019年08月23日 08:45,颜色分类:粉红色尺码:38,鞋子透气性很好，而且鞋底很软，很舒服
2019年09月03日 13:43,颜色分类:米白色尺码:37,大小合适，质量特别好，穿着特别舒服，非常满意的，换季了就是要买买买
2019年08月27日 16:51,颜色分类:米白色尺码:37,鞋子穿上舒服～大小合适，透气，不捂脚～
2019年08月26日 23:18,颜色分类:黑色尺码:37,穿了好几天啦这个透气max，版型也好看(｡･&omega;･｡)ﾉ♡夏天一天下来我jiaojiao也没味道嘻嘻嘻
2019年08月31日 19:53,颜色分类:粉红色尺码:39,每年换季都要在他们家买好几双鞋子 比较喜欢他们家的鞋子 穿着舒服 价格不贵 
2019年08月22日 21:23,颜色分类:粉红色尺码:37,很透气，粉粉的，好看，穿出去玩了一天也不闷
2019年08月23日 14:28,颜色分类:黑色尺码:36,经常买，他家的鞋子质量又好又舒服，样式也好看，看上的小伙伴不要犹豫了
2019年08月26日 15:58,颜色分类:粉红色尺码:35,鞋子性价比很高！上脚舒适，颜色也很好看！
2019年07月19日 13:42,颜色分类:米白色尺码:37,鞋子收到了，迫不及待的拿出来试穿，感觉非常舒服，下次还会介绍朋友过来选购。
2019年08月29日 14:27,颜色分类:米白色尺码:37,鞋子上脚舒适，没有色差，做工也非常好
2019年08月22日 10:02,颜色分类:粉红色尺码:39,一如既往地好穿，么么哒
2019年08月22日 18:18,颜色分类:粉红色尺码:38,我这细脚踝没感觉到磨，鞋子很透气也能帮我实现大长腿的愿望
2019年08月25日 18:09,颜色分类:粉红色尺码:37,鞋子超好看的。质量也很好，穿上很舒适，搭配衣服真的超级棒。
2019年09月01日 18:54,颜色分类:粉红色尺码:38,上脚超级好看！颜色也很正！舒服百搭，相当满意！
2019年09月18日 09:28,颜色分类:粉红色尺码:37,还可以，浅粉色，穿起来不会很突兀，衣服也好搭配，，
2019年08月27日 20:56,颜色分类:粉红色尺码:35,鞋子巳收到，质量很好，穿上很舒服，最主要的是透气&hellip;&hellip;
2019年09月03日 05:38,颜色分类:粉红色尺码:36,货收到了，粉色上脚超好看，老顾客了，鞋子穿着也超舒服的，推荐大家购买。
2019年08月25日 14:55,颜色分类:粉红色尺码:37,鞋子穿上很舒服，尺码也合适，非常喜欢，还会再来
2019年08月21日 11:28,颜色分类:米白色尺码:36,鞋子尺码正，透气性好，夏天穿也不捂脚，还很漂亮；
2019年08月21日 22:46,颜色分类:米白色尺码:34,鞋子轻便，款式也时尚，不累脚，好评。
2019年09月09日 00:03,颜色分类:粉红色尺码:34,超好看呀！鞋子很舒服，逛街也不会累，重点是上脚好好看啊，买买买！
2019年08月26日 19:28,颜色分类:粉红色尺码:37,对于我这种颜值控，鞋子好穿很重要，好看更重要！喜欢😍
2019年08月25日 10:59,颜色分类:粉红色尺码:38,鞋子收到了，现在穿刚刚好，不闷脚，走路起来还舒服
2019年08月26日 17:09,颜色分类:粉红色尺码:36,很多次购买了 这家店一直很稳 鞋子都很好看很舒服 喜欢
2019年08月25日 13:50,颜色分类:米白色尺码:36,舒适度：一点都不磨脚～穿着很舒服 鞋底材质：比较适中吧～走路时间长也不累脚 
2019年09月01日 20:59,颜色分类:黑色尺码:35,好看，舒适百搭又好穿～～
2019年08月29日 13:54,颜色分类:米白色尺码:34,很喜欢他家的鞋子，绕来绕去还是觉得他家的最好看，推荐大家购买
2019年08月21日 06:29,颜色分类:粉红色尺码:35,帮朋友买的，之前看见我穿在脚上朋友看见了很喜欢，而且质量又好，果断的就叫我帮她买一双&hellip;&hellip;
2019年09月01日 13:31,颜色分类:米白色尺码:37,随着秋季的来临，我们又要搭配合适的鞋子了，超超超超级吉吉喜欢！
2019年08月25日 12:20,颜色分类:黑色尺码:38,很洋气的鞋子，同事都问我在哪里买的，已经推荐给她们了。
2019年08月28日 17:24,颜色分类:粉红色尺码:37,宝贝棒棒哒！与描述相符，穿着特别的舒服下次还在你们家买。
2019年09月01日 06:18,颜色分类:粉红色尺码:37,挺好，好看，百搭，舒服，穿上显高
2019年08月22日 17:51,颜色分类:粉红色尺码:39,鞋子很好看，质量也不错，穿上很舒服，穿着跑步不累脚，
2019年09月01日 10:22,颜色分类:黑色尺码:38,质量很好，挺好穿，大小很合适，颜色我也比较喜欢，挺满意的一次购物
2019年07月08日 15:02,,"评价方未及时做出评价,系统默认好评!"
2019年09月04日 09:28,颜色分类:粉红色尺码:38,鞋子收到了，迫不及待穿上试试，很合脚很舒服的，也很漂亮，棒棒哒支持一下
2019年09月05日 18:07,颜色分类:粉红色尺码:36,鞋收到了，穿很软，一点也不板脚，还是百搭款，超级喜欢
2019年08月26日 07:26,颜色分类:粉红色尺码:38,鞋子舒服，轻巧，样子好看，非常喜欢，推荐购买
2019年08月25日 19:10,颜色分类:米白色尺码:34,鞋子收到啦 非常喜欢 款式新颖别致而设计感很强
2019年08月24日 08:13,颜色分类:黑色尺码:38,一直的老客户，很喜欢他家的鞋子。价位不高穿着舒服。
2019年08月22日 19:08,颜色分类:米白色尺码:36,鞋子收到了，非常漂亮，合脚。很喜欢！
2019年09月04日 13:16,颜色分类:粉红色尺码:37,鞋子很舒服。透气性强，夏天穿着一点也不闷热！主要是很好看噢😊
2019年08月27日 21:55,颜色分类:粉红色尺码:35,鞋子非常好看，颜色超级正，大小刚刚合适，物流很快，喜欢喜欢 满足少女心啊！！！！
2019年09月07日 13:06,颜色分类:米白色尺码:39,一直在这家买，价格比别家的低，穿着也挺舒服，质量也好
2019年09月02日 17:18,颜色分类:粉红色尺码:37,无色差，鞋底软，不磨脚
2019年09月05日 20:40,颜色分类:米白色尺码:37,穿着很舒服，鞋型也很好看，比较透气
2019年09月04日 22:29,颜色分类:米白色尺码:36,不错，穿上舒服
2019年08月24日 09:03,颜色分类:粉红色尺码:39,鞋子穿着舒服，码号标准，透气性很好，质量不错，满意
2019年08月30日 07:11,颜色分类:粉红色尺码:36,鞋帮高度：合适 舒适度：舒适 
